location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,risk_probability,risk_prediction,risk_bucket,alert_role,alert_level,source_zone_high_risk_count,source_zone_very_high_count,source_zone_max_risk_probability,source_zone_top_source_woreda,alert_reason
ETH:ET050203,2026-01-01,Somali,Fafan,Babile (SM),0.6836887,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:daf4d58b6996,2026-01-01,Amhara,Waghimra,Tsagbeji,0.6835018,0,high,high_risk_source,high,8,0,0.69610274,Gaz Gibla,This woreda is high or very-high risk for the next prediction month.
ETH:ET040406,2026-01-01,Oromia,Jimma,Mena (Jimma),0.6828195,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:0e284999be4a,2026-01-01,Sidama,Hawassa City,Hawassa Town,0.6828083,0,high,high_risk_source,high,2,0,0.6828083,Hawassa Town,This woreda is high or very-high risk for the next prediction month.
ETH:ebb26a1469c2,2026-01-01,Afar,Afar 2,Aba'ala,0.6825572,0,high,high_risk_source,high,5,0,0.69612896,Abaala,This woreda is high or very-high risk for the next prediction month.
ETH:ET110210,2026-01-01,South West Ethiopia,Kefa,Bita,0.6822803,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:d39214244446,2026-01-01,Somali,Jarar,Birqod,0.68223935,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:bec8f951beab,2026-01-01,Somali,Dollo,Bokh,0.682229,0,high,high_risk_source,high,7,0,0.69017047,Warder,This woreda is high or very-high risk for the next prediction month.
ETH:c87c7d0db3c5,2026-01-01,Amhara,South Gonder,Semada,0.68181014,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:ET041291,2026-01-01,Oromia,Borena,Dubluk,0.6816911,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:5f7f17ab0969,2026-01-01,Oromia,Kelem Wellega,Dembi Dolo Town,0.6814704,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:6d345871478d,2026-01-01,Amhara,Oromiya,Jille Thumuga,0.6813075,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:ET050283,2026-01-01,Somali,Fafan,Tuliguled,0.6812418,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:ET041295,2026-01-01,Oromia,Borena,Elwaya,0.681171,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:ET050106,2026-01-01,Somali,Siti,Hadhagala,0.68101037,0,high,high_risk_source,high,10,0,0.719128,Dembel,This woreda is high or very-high risk for the next prediction month.
ETH:9619b875a202,2026-01-01,Somali,Shabele,Mustahil,0.6808959,0,high,high_risk_source,high,10,0,0.74620366,Kelafo,This woreda is high or very-high risk for the next prediction month.
ETH:ce5e91708e8c,2026-01-01,South West Ethiopia,Kefa,Shisho Ende,0.68082213,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:5122b7b621d4,2026-01-01,Oromia,Guji,Gora Dola,0.6806723,0,high,high_risk_source,high,15,6,0.88357407,Adola Rede,This woreda is high or very-high risk for the next prediction month.
ETH:d48c3f209174,2026-01-01,Afar,Afar 2,Abaala town,0.68055207,0,high,high_risk_source,high,5,0,0.69612896,Abaala,This woreda is high or very-high risk for the next prediction month.
ETH:c54d43d23e80,2026-01-01,Somali,Fafan,Babilee,0.68009734,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:ee4255c62d2c,2026-01-01,Somali,Jarar,Guno Gado,0.67974174,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:ET041804,2026-01-01,Oromia,Kelem Wellega,Gawo Kebe,0.6796579,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:a8b21d70187a,2026-01-01,SNNPR,Gedeo,Chelekleketu,0.6789766,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:ET040203,2026-01-01,Oromia,East Wellega,Gida Ayana,0.6789185,0,high,high_risk_source,high,18,0,0.73520285,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:ET040413,2026-01-01,Oromia,Jimma,Setema,0.6789157,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:3bc082a2b533,2026-01-01,SNNPR,Kefa,Bonga,0.6788345,0,high,high_risk_source,high,5,0,0.6788345,Bonga,This woreda is high or very-high risk for the next prediction month.
ETH:ET030302,2026-01-01,Amhara,North Wello,Raya Kobo,0.6786993,0,high,high_risk_source,high,13,1,0.7784336,Bugna,This woreda is high or very-high risk for the next prediction month.
ETH:17b2211c1f87,2026-01-01,Gambella,Gambella,Itang Special,0.6783117,0,high,high_risk_source,high,1,0,0.6783117,Itang Special,This woreda is high or very-high risk for the next prediction month.
ETH:2d6649a50500,2026-01-01,Amhara,Gondar City,Gondar,0.6780149,0,high,high_risk_source,high,1,0,0.6780149,Gondar,This woreda is high or very-high risk for the next prediction month.
ETH:5452139676a1,2026-01-01,Amhara,Oromiya,Dewa cheffa,0.6777154,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:87acf83f0f9b,2026-01-01,Amhara,North Gojjam,North Mecha,0.6774259,0,high,high_risk_source,high,5,1,0.76734734,South Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:ET110203,2026-01-01,South West Ethiopia,Kefa,Gewata,0.67706203,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:bd41e53afbef,2026-01-01,Oromia,E Harerghe,Goro Gutu,0.6764823,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:91c5c635c03a,2026-01-01,Somali,Erer,Yahoob,0.67627287,0,high,high_risk_source,high,6,0,0.72534233,Fik,This woreda is high or very-high risk for the next prediction month.
ETH:86741665e9fe,2026-01-01,Amhara,Oromiya,Bati Town,0.6758055,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:7453302b2668,2026-01-01,Sidama,Eastern Sidama,Bona Zuria,0.67580324,0,high,high_risk_source,high,10,0,0.72097254,Hoko,This woreda is high or very-high risk for the next prediction month.
ETH:25cf5f514733,2026-01-01,Amhara,South Gonder,Dera (AM),0.6753834,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:a5bb3e4b3a52,2026-01-01,Afar,Afar 5,Telalek,0.6753453,0,high,high_risk_source,high,7,0,0.7119824,Telalak,This woreda is high or very-high risk for the next prediction month.
ETH:ET031110,2026-01-01,Amhara,Central Gondar,Gonder Zuria,0.67525023,0,high,high_risk_source,high,1,0,0.67525023,Gonder Zuria,This woreda is high or very-high risk for the next prediction month.
ETH:ET040309,2026-01-01,Oromia,Ilu Aba Bora,Yayu,0.67521936,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:830091e738f6,2026-01-01,Afar,Afar 3,Gewane,0.67509717,0,high,high_risk_source,high,7,0,0.6939091,Awash town,This woreda is high or very-high risk for the next prediction month.
ETH:ET040217,2026-01-01,Oromia,East Wellega,Kiremu,0.674256,0,high,high_risk_source,high,18,0,0.73520285,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:ec1be9e640a4,2026-01-01,Somali,Fafan,Jigjiga Zuria/Shabeeley,0.67424077,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:03b04b3153f4,2026-01-01,Oromia,Guji,Aga Weyu,0.67401403,0,high,high_risk_source,high,15,6,0.88357407,Adola Rede,This woreda is high or very-high risk for the next prediction month.
ETH:ET070212,2026-01-01,Central Ethiopia,Hadiya,Shone Town,0.67377245,0,high,high_risk_source,high,9,0,0.67377245,Shone Town,This woreda is high or very-high risk for the next prediction month.
ETH:57a71368b809,2026-01-01,Somali,Dollo,Galadi,0.67355126,0,high,high_risk_source,high,7,0,0.69017047,Warder,This woreda is high or very-high risk for the next prediction month.
ETH:3923b272652e,2026-01-01,Amhara,South Gonder,Farta,0.67337734,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:3de72a51482e,2026-01-01,Sidama,Eastern Sidama,Bura,0.6733687,0,high,high_risk_source,high,10,0,0.72097254,Hoko,This woreda is high or very-high risk for the next prediction month.
ETH:ET041710,2026-01-01,Oromia,West Arsi,Adaba,0.67314017,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:ET110208,2026-01-01,South West Ethiopia,Kefa,DECHA,0.6731342,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:c084ca763694,2026-01-01,Benishangul Gumuz,Kemashi,Sedal,0.6731058,0,high,high_risk_source,high,5,1,0.75132024,Yaso/Zayi,This woreda is high or very-high risk for the next prediction month.
ETH:ET030407,2026-01-01,Amhara,South Wello,Kalu,0.67279327,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:4c5fd09f7500,2026-01-01,Somali,Liben,Deka Suftu,0.6727851,0,high,high_risk_source,high,9,0,0.7438104,Guradamole,This woreda is high or very-high risk for the next prediction month.
ETH:8d34f2259bd0,2026-01-01,Central Ethiopia,Hadiya,Homecho town,0.6725739,0,high,high_risk_source,high,9,0,0.67377245,Shone Town,This woreda is high or very-high risk for the next prediction month.
ETH:0380b5564496,2026-01-01,Oromia,E Harerghe,Babile,0.6723762,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:431249056364,2026-01-01,Amhara,E Gojjam,Anded,0.6722754,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:ccf5eb56cc6b,2026-01-01,Sidama,Sidama,Gorche,0.6719974,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:886f85dff5c0,2026-01-01,Sidama,Northern Sidama,Wondogenet,0.67187196,0,high,high_risk_source,high,11,0,0.7484374,Borricha,This woreda is high or very-high risk for the next prediction month.
ETH:2ac32ccfba7d,2026-01-01,Somali,Fafan,Jigjiga City,0.6717235,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:ET040405,2026-01-01,Oromia,Jimma,Kersa (Jimma),0.67152274,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:76a710922e63,2026-01-01,Oromia,Finfine Zuria,Sendafa Town,0.6713051,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:da428ae6cb8f,2026-01-01,Sidama,Central Sidama,DALE,0.67127925,0,high,high_risk_source,high,6,0,0.67127925,DALE,This woreda is high or very-high risk for the next prediction month.
ETH:864f4322860c,2026-01-01,Dire Dawa,Dechatu,Dechatu,0.671202,0,high,high_risk_source,high,1,0,0.671202,Dechatu,This woreda is high or very-high risk for the next prediction month.
ETH:ET050103,2026-01-01,Somali,Siti,Shinile,0.6710093,0,high,high_risk_source,high,10,0,0.719128,Dembel,This woreda is high or very-high risk for the next prediction month.
ETH:ET030904,2026-01-01,Amhara,Awi,Guangua,0.670903,0,high,high_risk_source,high,16,0,0.72336924,Jawi,This woreda is high or very-high risk for the next prediction month.
ETH:d5f8ff39a89b,2026-01-01,Oromia,W Harerghe,Tulo,0.67082596,0,high,high_risk_source,high,9,0,0.67082596,Tulo,This woreda is high or very-high risk for the next prediction month.
ETH:0c9fe7fd3118,2026-01-01,SNNPR,Gedeo,Gedeb,0.67048913,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:ET030406,2026-01-01,Amhara,South Wello,Delanta,0.6704862,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ET041594,2026-01-01,Oromia,West Guji,Suro Berguda,0.6698899,0,high,high_risk_source,high,8,1,0.9748116,Gelana (West Guji),This woreda is high or very-high risk for the next prediction month.
ETH:586b3f6d3d35,2026-01-01,Amhara,Bahir Dar City,Bahi Dar,0.66952074,0,high,high_risk_source,high,2,1,0.7504364,Bahir Dar town,This woreda is high or very-high risk for the next prediction month.
ETH:58430658b8c3,2026-01-01,South West Ethiopia,Kefa,Goba (SP),0.6692137,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:ET030410,2026-01-01,Amhara,South Wello,Legambo,0.66892815,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:6d318ccf67c6,2026-01-01,Central Ethiopia,Silite,Tora town,0.6685696,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:ET030513,2026-01-01,Amhara,North Shewa (AM),Angolelana Tera,0.66855365,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:9e7444a9a67f,2026-01-01,Oromia,N Shoa,Deraa,0.6684717,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:179dab33a1f5,2026-01-01,Somali,Fafan,Fik,0.6680582,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:8e280ecd5181,2026-01-01,Afar,Afar 4,Awra (AF),0.66776896,0,high,high_risk_source,high,3,0,0.697886,Euwa,This woreda is high or very-high risk for the next prediction month.
ETH:7a5e677a8fee,2026-01-01,Somali,Liben,Dollo Ado,0.66753685,0,high,high_risk_source,high,9,0,0.7438104,Guradamole,This woreda is high or very-high risk for the next prediction month.
ETH:d596b245e31f,2026-01-01,South West Ethiopia,Dawro,Tercha town,0.66750044,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:78028a4e365f,2026-01-01,Oromia,Kelem Wellega,Hawa Gelan,0.6674786,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:0ddec8743444,2026-01-01,Amhara,N Wello,Woldia,0.6674015,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
ETH:6cf1f6f7388d,2026-01-01,Somali,Siti,Aysha,0.6671118,0,high,high_risk_source,high,10,0,0.719128,Dembel,This woreda is high or very-high risk for the next prediction month.
ETH:0ecf739bfd30,2026-01-01,Amhara,West Gojjam,Yilmana Densa,0.66618073,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:ET110101,2026-01-01,South West Ethiopia,Sheka,Anderacha,0.66552824,0,high,high_risk_source,high,5,1,0.82484925,Tepi,This woreda is high or very-high risk for the next prediction month.
ETH:ET050104,2026-01-01,Somali,Siti,Erer (SM),0.66509795,0,high,high_risk_source,high,10,0,0.719128,Dembel,This woreda is high or very-high risk for the next prediction month.
ETH:66bdd9167c26,2026-01-01,Sidama,Northern Sidama,Wondo Genet Town,0.66499007,0,high,high_risk_source,high,11,0,0.7484374,Borricha,This woreda is high or very-high risk for the next prediction month.
ETH:ET030409,2026-01-01,Amhara,South Wello,Dessie Zuria,0.6647714,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ET050295,2026-01-01,Somali,Fafan,Wajale town,0.6645598,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:15ad49ab455c,2026-01-01,Benishangul Gumuz,Asosa,Bambasi,0.6644803,0,high,high_risk_source,high,6,0,0.6644803,Bambasi,This woreda is high or very-high risk for the next prediction month.
ETH:ET030901,2026-01-01,Amhara,Awi,Dangila,0.6644453,0,high,high_risk_source,high,16,0,0.72336924,Jawi,This woreda is high or very-high risk for the next prediction month.
ETH:ET070213,2026-01-01,Central Ethiopia,Hadiya,Gimbichu town,0.66433024,0,high,high_risk_source,high,9,0,0.67377245,Shone Town,This woreda is high or very-high risk for the next prediction month.
ETH:a5feba97557e,2026-01-01,Benishangul Gumuz,Asosa,Asosa Town,0.66407776,0,high,high_risk_source,high,6,0,0.6644803,Bambasi,This woreda is high or very-high risk for the next prediction month.
ETH:ET030413,2026-01-01,Amhara,South Wello,Kelela,0.66378814,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:d7c3de8ded14,2026-01-01,Oromia,West Shoa,Mida Kegn,0.663138,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:ET040110,2026-01-01,Oromia,West Wellega,Boji Chekorsa,0.66280687,0,high,high_risk_source,high,19,1,0.7688439,Mendi Town,This woreda is high or very-high risk for the next prediction month.
ETH:8ea67d363b15,2026-01-01,Gambella,Nuer,Makuey,0.66238344,0,high,high_risk_source,high,4,0,0.7386908,Jikawo,This woreda is high or very-high risk for the next prediction month.
ETH:b0c8b3a55bd1,2026-01-01,Gambella,Mejenger,Godere,0.6622027,0,high,high_risk_source,high,2,0,0.6622027,Godere,This woreda is high or very-high risk for the next prediction month.
ETH:98abb53ca0fa,2026-01-01,Sidama,Southern Sidama,Aleta Wondo,0.66203314,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:97f44b0b1243,2026-01-01,Sidama,Southern Sidama,Bursa,0.6619741,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:d04bb12fa75f,2026-01-01,Oromia,South West Shoa,Waliso,0.66179055,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:927611ec6e92,2026-01-01,Amhara,Central Gonder,East Dembia,0.661559,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:ccd68e916817,2026-01-01,Afar,Afar 3,Dulecha,0.6613327,0,high,high_risk_source,high,7,0,0.6939091,Awash town,This woreda is high or very-high risk for the next prediction month.
ETH:14a3c33f5e12,2026-01-01,South Ethiopia,Goffa,Gezei Gofa,0.66123056,0,high,high_risk_source,high,7,6,0.82428986,O'yida,This woreda is high or very-high risk for the next prediction month.
ETH:ET040818,2026-01-01,Oromia,Arsi,Limu Bilbilo,0.6609413,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:86db22f27e02,2026-01-01,Sidama,Eastern Sidama,Chire,0.66082805,0,high,high_risk_source,high,10,0,0.72097254,Hoko,This woreda is high or very-high risk for the next prediction month.
ETH:eecb6ff71600,2026-01-01,Central Ethiopia,Kebena Sp woreda,Kebena,0.6601932,0,high,high_risk_source,high,1,0,0.6601932,Kebena,This woreda is high or very-high risk for the next prediction month.
ETH:ET040324,2026-01-01,Oromia,Ilu Aba Bora,Dorani,0.6601533,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:e90874d99607,2026-01-01,Oromia,Horo Guduru,Jarte Jardega,0.6600699,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:9f73d3d21eb9,2026-01-01,Oromia,Buno Bedele,CHORA,0.6598946,0,high,high_risk_source,high,12,0,0.7092342,Chora (Buno Bedele),This woreda is high or very-high risk for the next prediction month.
ETH:ET041806,2026-01-01,Oromia,Kelem Wellega,Denbi Dollo town,0.65985763,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:ET030404,2026-01-01,Amhara,South Wello,Ambasel,0.6595896,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ET110506,2026-01-01,South West Ethiopia,West Omo,Surma,0.65920615,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
ETH:9ae6ab9d3f1b,2026-01-01,Gambella,Agnua,Gambela Zuria,0.65910566,0,high,high_risk_source,high,6,0,0.65910566,Gambela Zuria,This woreda is high or very-high risk for the next prediction month.
ETH:089516b5b50b,2026-01-01,Amhara,Wag Himra,Gazgibla,0.65861696,0,high,high_risk_source,high,10,0,0.7318248,Dehana,This woreda is high or very-high risk for the next prediction month.
ETH:78fdd940c9dc,2026-01-01,Amhara,West Gojjam,Bahir Dar town,0.6584946,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:499a63fe9951,2026-01-01,Oromia,South West Shoa,Wenchi,0.65829515,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:32872ee30231,2026-01-01,Somali,Fafan,Tulli Guled,0.65813863,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:ce3daf6b419e,2026-01-01,Somali,Dawa,Moyale (SM),0.6579683,0,high,high_risk_source,high,4,0,0.6579683,Moyale (SM),This woreda is high or very-high risk for the next prediction month.
ETH:e16a2f4dad01,2026-01-01,Afar,Afar 5,Samurobi,0.6579119,0,high,high_risk_source,high,7,0,0.7119824,Telalak,This woreda is high or very-high risk for the next prediction month.
ETH:ET041812,2026-01-01,Oromia,Kelem Wellega,Sedi Chenka,0.6577733,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:ET050303,2026-01-01,Somali,Jarar,Aware,0.65759194,0,high,high_risk_source,high,15,1,0.77285266,Gashamo,This woreda is high or very-high risk for the next prediction month.
ETH:8bc4185f03bc,2026-01-01,Amhara,Central Gonder,Kinfaz Begela,0.657224,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:6acd3e16c737,2026-01-01,SNNPR,Hadiya,Lemo,0.6571618,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:96c1d936aecf,2026-01-01,Oromia,Finfine Zuria,Akaki,0.65709347,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:ET041207,2026-01-01,Oromia,Borena,Yabelo,0.65695024,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:ee3aa90aceeb,2026-01-01,Amhara,East Gojjam,Debre Elias,0.6568502,0,high,high_risk_source,high,16,2,0.75261146,Baso Liben,This woreda is high or very-high risk for the next prediction month.
ETH:ET050407,2026-01-01,Somali,Erer,Lagahida,0.6564998,0,high,high_risk_source,high,6,0,0.72534233,Fik,This woreda is high or very-high risk for the next prediction month.
ETH:ET030412,2026-01-01,Amhara,South Wello,Borena /Debresina,0.6564117,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ebc2fe81c3f8,2026-01-01,Gambella,Mejenger,Mengesh,0.65632266,0,high,high_risk_source,high,2,0,0.6622027,Godere,This woreda is high or very-high risk for the next prediction month.
ETH:ET041705,2026-01-01,Oromia,West Arsi,Kore,0.65618414,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:2933bb777a89,2026-01-01,South West Ethiopia,Dawro,Zabagazo,0.65605664,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:0a87e606a852,2026-01-01,Amhara,Oromiya,Kemissie town,0.65596753,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:ET041114,2026-01-01,Oromia,Bale,Berbere,0.6559041,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:580f098aab86,2026-01-01,Sidama,Central Sidama,Shafamo,0.655846,0,high,high_risk_source,high,6,0,0.67127925,DALE,This woreda is high or very-high risk for the next prediction month.
ETH:172d8fcd2d38,2026-01-01,Amhara,Central Gonder,Tegede,0.65575355,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:10f766d05b6a,2026-01-01,Oromia,Bale,Arena Buluq,0.65572125,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:736bf077fc21,2026-01-01,Amhara,Wag Himra,Sekota town,0.65571445,0,high,high_risk_source,high,10,0,0.7318248,Dehana,This woreda is high or very-high risk for the next prediction month.
ETH:fdb095f13eaa,2026-01-01,Sidama,Northern Sidama,Shebedino,0.65554327,0,high,high_risk_source,high,11,0,0.7484374,Borricha,This woreda is high or very-high risk for the next prediction month.
ETH:644de8c5e0c7,2026-01-01,Benishangul Gumuz,Asossa,Bilidigilu,0.6553635,0,high,high_risk_source,high,9,0,0.6553635,Bilidigilu,This woreda is high or very-high risk for the next prediction month.
ETH:8f389e07fa97,2026-01-01,Somali,Fafan,Awbare,0.6553194,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:b0398325dedb,2026-01-01,Benishangul Gumuz,Asossa,Homosha,0.6551558,0,high,high_risk_source,high,9,0,0.6553635,Bilidigilu,This woreda is high or very-high risk for the next prediction month.
ETH:96acf88e87a3,2026-01-01,Oromia,N Shoa,Girar Jarso,0.65503985,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:d181e548b5bc,2026-01-01,Oromia,Horo Guduru,Abe Dengoro,0.65500444,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:ET040402,2026-01-01,Oromia,Jimma,Limu Kosa,0.65473527,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:62503164684d,2026-01-01,Sidama,Central Sidama,Wensho,0.65445733,0,high,high_risk_source,high,6,0,0.67127925,DALE,This woreda is high or very-high risk for the next prediction month.
ETH:d582b33d08f5,2026-01-01,South Ethiopia,Wolayta,Damot Woide,0.65421164,0,high,high_risk_source,high,4,3,0.83695865,Kindo Koyesha,This woreda is high or very-high risk for the next prediction month.
ETH:9d2c8fe54643,2026-01-01,Oromia,West Harerghe,Gumbi Bordede,0.6540577,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:ET030313,2026-01-01,Amhara,North Wello,Angot,0.654034,0,high,high_risk_source,high,13,1,0.7784336,Bugna,This woreda is high or very-high risk for the next prediction month.
ETH:a72d127e2e1e,2026-01-01,SNNPR,Konso,Segen Zuria,0.6536557,0,high,high_risk_source,high,2,0,0.6536557,Segen Zuria,This woreda is high or very-high risk for the next prediction month.
